ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
2377B019 083018,2377B,019,625 N FRANKLINTOWN ROAD,08/30/2018,Mosher,Western,9,"(39.29509402, -76.66379583)"
1690 065 083018,1690,065,2424 E FAYETTE ST,08/30/2018,Patterson Place,Southeastern,13,"(39.29458065, -76.58264255)"
1644 048 083018,1644,048,630 N STREEPER ST,08/30/2018,McElderry Park,Southeastern,13,"(39.29856387, -76.57750675)"
7095A153 083118,7095A,153,4110 8TH ST,08/31/2018,Brooklyn,Southern,10,"(39.23064222, -76.6018803)"
7089 005 083118,7089,005,3709 S HANOVER ST,08/31/2018,Brooklyn,Southern,10,"(39.23712691, -76.6099252)"
4626A011 083118,4626A,011,4601 PARK HEIGHTS AVE,08/31/2018,Central Park Heights,Northwestern,6,"(39.34206977, -76.66794719)"
3872B018 083118,3872B,018,329 E UNIVERSITY PKWY,08/31/2018,Oakenshawe,Northern,14,"(39.32891243, -76.6124918)"
3190 047 083118,3190,047,2814 W COLD SPRING LANE,08/31/2018,Towanda-Grantley,Northwestern,6,"(39.338598, -76.66930404)"
2286 038 083118,2286,038,304 N EDGEWOOD ST,08/31/2018,Allendale,Southwestern,8,"(39.2913976, -76.67569086)"
1459 076 083118,1459,076,1743 N WASHINGTON ST,08/31/2018,Broadway East,Eastern,12,"(39.31072978, -76.5900434)"
0697 003 083118,0697,003,529 S SMALLWOOD ST,08/31/2018,Carrollton Ridge,Southwestern,9,"(39.28132155, -76.65057941)"
0119 069 083118,0119,069,1907 LAURETTA AVE,08/31/2018,Midtown-Edmondson,Western,9,"(39.29428895, -76.64786494)"
5659 050 090118,5659,050,6409 BROOK AVE,09/01/2018,Rosemont East,Notheastern,2,"(39.35379253, -76.53525782)"
4575 031C 090318,4575,031C,3720 SPAULDING AVE,09/03/2018,Langston Hughes,Northwestern,6,"(39.34512573, -76.68016431)"
2843 001 090318,2843,001,2811 ALLENDALE ROAD,09/03/2018,Garwyn Oaks,Northwestern,6,"(39.31999124, -76.68039832)"
4576 028 090418,4576,028,3709 SPAULDING AVE,09/04/2018,Langston Hughes,Northwestern,6,"(39.34500217, -76.67950119)"
2709 018 090418,2709,018,4112 OAKFORD AVE,09/04/2018,West Arlington,Northwestern,6,"(39.33597126, -76.68856976)"
0315 033 090418,0315,033,2015 DRUID HILL AVE,09/04/2018,Druid Heights,Central,11,"(39.30797966, -76.6355731)"
6274 026 090518,6274,026,3518 E BALTIMORE ST,09/05/2018,Baltimore Highlands,Southeastern,1,"(39.29274808, -76.56790183)"
1607 007 090518,1607,007,813 N PATTERSON PARK AVE,09/05/2018,Milton-Montford,Eastern,13,"(39.30013897, -76.58495841)"
5158 065 090618,5158,065,530 SHERIDAN AVE,09/06/2018,Woodbourne-McCabe,Northern,4,"(39.35469072, -76.60866723)"
3427 032 090618,3427,032,2249 EUTAW PL,09/06/2018,Reservoir Hill,Central,7,"(39.31186723, -76.63487037)"
2486 001 090618,2486,001,600 N GRANTLEY ST,09/06/2018,Edgewood,Southwestern,8,"(39.29441494, -76.67748952)"
2283 004 090618,2283,004,3409 EDMONDSON AVE,09/06/2018,Lower Edmondson Village,Southwestern,8,"(39.29378632, -76.67445899)"
2243B046 090618,2243B,046,138 PALORMO AVE,09/06/2018,Saint Josephs,Southwestern,8,"(39.28358313, -76.67528803)"
1742 013 090618,1742,013,25 S POTOMAC ST,09/06/2018,Patterson Park Neighborhood,Southeastern,1,"(39.29150223, -76.57447416)"
1604 039 090618,1604,039,830 N CHESTER ST,09/06/2018,Middle East,Eastern,13,"(39.30042938, -76.58822931)"
1117 006 090618,1117,006,1613 N CAROLINE ST,09/06/2018,Oliver,Eastern,12,"(39.30876681, -76.59798133)"
0288 018 090618,0288,018,434 S SMALLWOOD ST,09/06/2018,Carrollton Ridge,Southwestern,9,"(39.28217176, -76.65136948)"
6303 042 090718,6303,042,236 S EATON ST,09/07/2018,Highlandtown,Southeastern,2,"(39.28940936, -76.56579454)"
5267O362 090718,5267O,362,1653 WOODBOURNE AVE,09/07/2018,Perring Loch,Notheastern,3,"(39.35530015, -76.5842116)"
5207 008 090718,5207,008,1116 SPRINGFIELD AVE,09/07/2018,New Northwood,Notheastern,3,"(39.34352843, -76.59806775)"
5165C014 090718,5165C,014,726 MCCABE AVE,09/07/2018,Woodbourne-McCabe,Northern,4,"(39.35236581, -76.60581861)"
3553 042 090718,3553,042,1005 UNION AVE,09/07/2018,Hampden,Northern,7,"(39.33332949, -76.63348219)"
3421 037 090718,3421,037,2437 MADISON AVE,09/07/2018,Reservoir Hill,Central,7,"(39.31364814, -76.63833954)"
4589 030 090918,4589,030,5122 PEMBRIDGE AVE,09/09/2018,Central Park Heights,Northwestern,6,"(39.35109543, -76.67099614)"
4586 038 090918,4586,038,5104 QUEENSBERRY AVE,09/09/2018,Central Park Heights,Northwestern,6,"(39.35004209, -76.67218453)"
3408 048 090918,3408,048,2506 FRANCIS ST,09/09/2018,Penn North,Western,7,"(39.31275069, -76.64232555)"
3400 049 090918,3400,049,1919 N FULTON AVE,09/09/2018,Penn North,Western,7,"(39.31066062, -76.6460876)"
3265 005 090918,3265,005,1909 GWYNNS FALLS PKWY,09/09/2018,Mondawmin,Western,7,"(39.31576644, -76.65138003)"
3085 216 090918,3085,216,2301 N DUKELAND ST,09/09/2018,Panway/Braddish Avenue,Western,7,"(39.31333416, -76.6639822)"
2306A020 090918,2306A,020,2401 WESTWOOD AVE,09/09/2018,Coppin Heights/Ash-Co-East,Western,7,"(39.30826549, -76.65632727)"
0110 049 090918,0110,049,1614 EDMONDSON AVE,09/09/2018,Harlem Park,Western,9,"(39.29555753, -76.64366123)"
0110 047 090918,0110,047,1618 EDMONDSON AVE,09/09/2018,Harlem Park,Western,9,"(39.29548062, -76.64378164)"
7419C020 091018,7419C,020,2045 ANNAPOLIS ROAD,09/10/2018,Westport,Southern,10,"(39.26584689, -76.63190939)"
3855 017 091018,3855,017,2958 GREENMOUNT AVE,09/10/2018,Abell,Northern,12,"(39.32466261, -76.60967826)"
0714 025 091018,0714,025,501 S GILMOR ST,09/10/2018,New Southwest/Mount Clare,Southern,9,"(39.28183414, -76.64159366)"
0707 070 091018,0707,070,407 S VINCENT ST,09/10/2018,New Southwest/Mount Clare,Southern,9,"(39.28281514, -76.64261896)"
0275 104 091018,0275,104,1820 WILHELM ST,09/10/2018,Carrollton Ridge,Southern,9,"(39.28389014, -76.64576008)"
0199 018 091018,0199,018,1209 W FAYETTE ST,09/10/2018,Poppleton,Western,9,"(39.28954979, -76.63721188)"
2487 041 091118,2487,041,621 MOUNT HOLLY ST,09/11/2018,Edgewood,Southwestern,8,"(39.29488656, -76.67958697)"
2199H004 091118,2199H,004,122 S HILTON ST,09/11/2018,Saint Josephs,Southwestern,8,"(39.28437257, -76.67250972)"
0247 044 091118,0247,044,110 S CALHOUN ST,09/11/2018,Union Square,Southern,9,"(39.2860306, -76.63966743)"
1622 043 091218,1622,043,701 N COLLINGTON AVE,09/12/2018,Middle East,Eastern,13,"(39.2990353, -76.58642654)"
1622 035 091218,1622,035,717 N COLLINGTON AVE,09/12/2018,Middle East,Eastern,13,"(39.29933227, -76.58644585)"
1468 078 091218,1468,078,1603 N CHAPEL ST,09/12/2018,Broadway East,Eastern,12,"(39.3090555, -76.59073821)"
1463 083 091218,1463,083,1716 N BRADFORD ST,09/12/2018,Broadway East,Eastern,13,"(39.31034067, -76.58527423)"
4441 031 091318,4441,031,3411 GLEN AVE,09/13/2018,Glen,Northwestern,5,"(39.35671395, -76.68523944)"
3203 056 091318,3203,056,1922 N BENTALOU ST,09/13/2018,Mondawmin,Western,7,"(39.31058231, -76.65440264)"
2513 057 091318,2513,057,4003 WOODRIDGE ROAD,09/13/2018,Edmondson Village,Southwestern,8,"(39.2969105, -76.68267705)"
1644 043 091318,1644,043,620 N STREEPER ST,09/13/2018,McElderry Park,Southeastern,13,"(39.2983887, -76.5774952)"
1447 011 091318,1447,011,1821 RUTLAND AVE,09/13/2018,Broadway East,Eastern,12,"(39.31144236, -76.59275437)"
0696 028 091318,0696,028,2218 WILKENS AVE,09/13/2018,Carrollton Ridge,Southwestern,9,"(39.28079521, -76.65120263)"
0412 041 091318,0412,041,1209 MYRTLE AVE,09/13/2018,Upton,Central,11,"(39.2984813, -76.63156506)"
0289 047 091318,0289,047,2102 ASHTON ST,09/13/2018,Carrollton Ridge,Southwestern,9,"(39.28242181, -76.65017721)"
0036B085 091318,0036B,085,1367 N CALHOUN ST,09/13/2018,Sandtown-Winchester,Western,7,"(39.30507204, -76.64020187)"
0006 004 091318,0006,004,1706 N PAYSON ST,09/13/2018,Easterwood,Western,7,"(39.30801171, -76.65004888)"
0002 029 091318,0002,029,1931 W NORTH AVE,09/13/2018,Easterwood,Western,7,"(39.30949028, -76.64918957)"
5603B014 091418,5603B,014,6403 RIDGEVIEW AVE,09/14/2018,Rosemont East,Notheastern,2,"(39.35497775, -76.5379018)"
4178I048 091418,4178I,048,3407 RAVENWOOD AVE,09/14/2018,Four By Four,Notheastern,13,"(39.31517546, -76.57554535)"
2100 116 091518,2100,116,2620 COLE ST,09/15/2018,Millhill,Southwestern,9,"(39.27820907, -76.65650574)"
1737 051 091518,1737,051,29 S WASHINGTON ST,09/15/2018,Butcher's Hill,Southeastern,13,"(39.29107369, -76.58882717)"
1691 072 091518,1691,072,206 N ROSE ST,09/15/2018,McElderry Park,Southeastern,13,"(39.29486841, -76.58152005)"
1658 037 091518,1658,037,502 N KENWOOD AVE,09/15/2018,McElderry Park,Southeastern,13,"(39.29724538, -76.57818649)"
1538 025H 091518,1538,025H,2530 E BIDDLE ST,09/15/2018,Berea,Eastern,13,"(39.30497292, -76.5817334)"
1533 040 091518,1533,040,2029 E PRESTON ST,09/15/2018,Broadway East,Eastern,12,"(39.30539025, -76.58883293)"
1533 037 091518,1533,037,2035 E PRESTON ST,09/15/2018,Broadway East,Eastern,12,"(39.30539667, -76.58867737)"
0758 109 091518,0758,109,1347 GLYNDON AVE,09/15/2018,Washington Village/Pigtown,Southern,10,"(39.28096927, -76.63757632)"
0258 048 091518,0258,048,212 S PAYSON ST,09/15/2018,Carrollton Ridge,Southern,9,"(39.2844742, -76.64869736)"
4575 032 091618,4575,032,3722 SPAULDING AVE,09/16/2018,Langston Hughes,Northwestern,6,"(39.34508623, -76.68020171)"
4572 005F 091618,4572,005F,5113 LINDEN HEIGHTS AVE,09/16/2018,Langston Hughes,Northwestern,6,"(39.3432433, -76.68205106)"
4511 010 091618,4511,010,5328 BEAUFORT AVE,09/16/2018,Arlington,Northwestern,5,"(39.34895159, -76.68275)"
3241 011D 091618,3241,011D,1729 GWYNNS FALLS PKWY,09/16/2018,Parkview/Woodbrook,Western,7,"(39.31669431, -76.64997851)"
3214 010 091618,3214,010,2018 N BENTALOU ST,09/16/2018,Mondawmin,Western,7,"(39.31121504, -76.65444228)"
3022 024 091618,3022,024,3006 CLIFTON AVE,09/16/2018,Walbrook,Southwestern,7,"(39.31149564, -76.66850528)"
2975 015A 091618,2975,015A,4425 GARRISON BLVD,09/16/2018,Dolfield,Northwestern,6,"(39.33788182, -76.68451568)"
2948 016 091618,2948,016,3820 BELLE AVE,09/16/2018,Callaway-Garrison,Northwestern,6,"(39.33364611, -76.67997688)"
2470 014 091618,2470,014,2915 MOSHER ST,09/16/2018,Franklintown Road,Southwestern,9,"(39.29896493, -76.66608827)"
2451 034 091618,2451,034,3143 BAKER ST,09/16/2018,Rosemont,Southwestern,9,"(39.30557134, -76.67058055)"
2429 014 091618,2429,014,3216 WESTWOOD AVE,09/16/2018,Rosemont,Southwestern,7,"(39.30817578, -76.67202378)"
2411 009 091618,2411,009,1716 POPLAR GROVE ST,09/16/2018,Northwest Community Action,Southwestern,7,"(39.30762734, -76.66593828)"
2377F020 091618,2377F,020,2546 ARUNAH AVE,09/16/2018,Evergreen Lawn,Western,9,"(39.29562576, -76.65847456)"
2377D082 091618,2377D,082,701 ASHBURTON ST,09/16/2018,Mosher,Western,9,"(39.29594537, -76.66116807)"
2377A044 091618,2377A,044,2828 HARLEM AVE,09/16/2018,Mosher,Western,9,"(39.29568129, -76.66376422)"
2206B024 091618,2206B,024,2500 LAURETTA AVE,09/16/2018,Rosemont Homeowners/Tenants,Western,9,"(39.29418618, -76.65643652)"
1716 048 091618,1716,048,3216 E FAIRMOUNT AVE,09/16/2018,Patterson Park Neighborhood,Southeastern,1,"(39.29372415, -76.57166112)"
1670 021 091618,1670,021,2219 JEFFERSON ST,09/16/2018,CARE,Eastern,13,"(39.29638415, -76.58591331)"
1570 040 091618,1570,040,1008 N PATTERSON PARK AVE,09/16/2018,Middle East,Eastern,13,"(39.30264089, -76.58560721)"
0300C056 091618,0300C,056,1524 N CAREY ST,09/16/2018,Sandtown-Winchester,Western,7,"(39.30685454, -76.64063284)"
0128 088 091618,0128,088,1017 BENNETT PL,09/16/2018,Harlem Park,Western,9,"(39.2947244, -76.63484408)"
0110 009 091618,0110,009,620 N GILMOR ST,09/16/2018,Harlem Park,Western,9,"(39.29595133, -76.64317625)"
0108 043 091618,0108,043,1822 EDMONDSON AVE,09/16/2018,Harlem Park,Western,9,"(39.29537514, -76.64680744)"
0064 022 091618,0064,022,1342 MOSHER ST,09/16/2018,Sandtown-Winchester,Western,9,"(39.3002591, -76.63995458)"
0064 021 091618,0064,021,1340 MOSHER ST,09/16/2018,Sandtown-Winchester,Western,9,"(39.30026099, -76.63990823)"
0055C022 091618,0055C,022,1143 N CAREY ST,09/16/2018,Sandtown-Winchester,Western,9,"(39.30212073, -76.63862184)"
0005 058 091618,0005,058,1824 N WOODYEAR ST,09/16/2018,Sandtown-Winchester,Western,7,"(39.30954669, -76.64444326)"
5928 046 091718,5928,046,4237 SHELDON AVE,09/17/2018,Belair-Edison,Notheastern,2,"(39.32790426, -76.56407008)"
4188B026 091718,4188B,026,3109 CLIFTMONT AVE,09/17/2018,Belair-Edison,Notheastern,13,"(39.31920759, -76.57531844)"
4179S005 091718,4179S,005,3709 RAVENWOOD AVE,09/17/2018,Belair-Edison,Notheastern,13,"(39.31517212, -76.56628301)"
4179F047 091718,4179F,047,3423 JUNEWAY ,09/17/2018,Belair-Edison,Notheastern,13,"(39.31783354, -76.56854224)"
4175 044 091718,4175,044,2314 E NORTH AVE,09/17/2018,South Clifton Park,Eastern,12,"(39.3127943, -76.58555022)"
4175 043 091718,4175,043,2312 E NORTH AVE,09/17/2018,South Clifton Park,Eastern,12,"(39.31279195, -76.58559958)"
1149A035 091718,1149A,035,1312 N SPRING ST,09/17/2018,Oliver,Eastern,12,"(39.30566729, -76.59900692)"
1746 045 091818,1746,045,125 S WOLFE ST,09/18/2018,Upper Fells Point,Southeastern,13,"(39.28978663, -76.59008753)"
8102C037 091918,8102C,037,4714 AMBERLEY AVE,09/19/2018,Tremont,Southwestern,8,"(39.28237419, -76.69362574)"
5923 044 091918,5923,044,3338 BRENDAN AVE,09/19/2018,Belair-Edison,Notheastern,13,"(39.32092011, -76.5675765)"
5237B248 091918,5237B,248,1520 RAMBLEWOOD ROAD,09/19/2018,Loch Raven,Notheastern,4,"(39.36139687, -76.58613447)"
4511C026 091918,4511C,026,3902 HAYWARD AVE,09/19/2018,Arlington,Northwestern,5,"(39.34681839, -76.6841389)"
3937 055 091918,3937,055,2718 HUGO AVE,09/19/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32326048, -76.58952304)"
3463F004E 091918,3463F,004E,821 BROOKS LANE,09/19/2018,Reservoir Hill,Central,7,"(39.31576518, -76.63508024)"
2507 010 091918,2507,010,3804 HARLEM AVE,09/19/2018,Edmondson Village,Southwestern,8,"(39.29530547, -76.68045717)"
0321 049 091918,0321,049,1911 DIVISION ST,09/19/2018,Druid Heights,Central,11,"(39.3063709, -76.6356759)"
0308 036 091918,0308,036,2140 DRUID HILL AVE,09/19/2018,Druid Heights,Central,7,"(39.30883252, -76.63739315)"
5898H037 092018,5898H,037,4127 EIERMAN AVE,09/20/2018,Belair-Parkside,Notheastern,3,"(39.32952226, -76.56572487)"
4179S227 092018,4179S,227,4118 GLADDEN AVE,09/20/2018,Belair-Edison,Notheastern,13,"(39.31393217, -76.56524201)"
4092 030 092018,4092,030,933 MONTPELIER ST,09/20/2018,Better Waverly,Northern,14,"(39.32449536, -76.60424448)"
1647 002A 092018,1647,002A,3103 E MONUMENT ST,09/20/2018,Ellwood Park/Monument,Southeastern,13,"(39.29900254, -76.57361286)"
1555 055 092018,1555,055,2416 E CHASE ST,09/20/2018,Biddle Street,Eastern,13,"(39.30384839, -76.58349389)"
1555 054 092018,1555,054,2414 E CHASE ST,09/20/2018,Biddle Street,Eastern,13,"(39.30384654, -76.58354209)"
0235 052 092018,0235,052,1010 W LOMBARD ST,09/20/2018,Hollins Market,Southern,9,"(39.2869293, -76.6340639)"
7492B010 092118,7492B,010,2908 HOLLINS FERRY ROAD,09/21/2018,Lakeland,Southern,10,"(39.25546426, -76.646516)"
7441A022 092118,7441A,022,2242 CEDLEY ST,09/21/2018,Westport,Southern,10,"(39.26301626, -76.63233631)"
7227 005 092118,7227,005,1512 LOCUST ST,09/21/2018,Curtis Bay,Southern,10,"(39.22699195, -76.58938678)"
7056A020 092118,7056A,020,3434 6TH ST,09/21/2018,Brooklyn,Southern,10,"(39.23964914, -76.60094937)"
5772 009 092118,5772,009,5503 RICHARD AVE,09/21/2018,Glenham-Belhar,Notheastern,3,"(39.35168795, -76.56043908)"
5762 019 092118,5762,019,3412 HAMILTON AVE,09/21/2018,Glenham-Belhar,Notheastern,3,"(39.34772756, -76.55625253)"
3952 008 092118,3952,008,1815 E 29TH ST,09/21/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32439503, -76.5900357)"
3937 047 092118,3937,047,2702 HUGO AVE,09/21/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32304467, -76.58924384)"
3937 023 092118,3937,023,2717 FENWICK AVE,09/21/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32304638, -76.58979573)"
3913A051 092118,3913A,051,830 DUMBARTON AVE,09/21/2018,Pen Lucy,Northern,4,"(39.33841656, -76.60325448)"
3847 033 092118,3847,033,330 E 28TH ST,09/21/2018,Harwood,Northern,12,"(39.32234259, -76.61171685)"
3022 025 092118,3022,025,3008 CLIFTON AVE,09/21/2018,Walbrook,Southwestern,7,"(39.31148901, -76.6686977)"
3004 029B 092118,3004,029B,1905 N LONGWOOD ST,09/21/2018,Walbrook,Southwestern,7,"(39.30960092, -76.66731311)"
2307A049 092118,2307A,049,1816 MORELAND AVE,09/21/2018,Coppin Heights/Ash-Co-East,Western,7,"(39.30892771, -76.65615963)"
2141 040 092118,2141,040,2650 DULANY ST,09/21/2018,Millhill,Southwestern,9,"(39.28008094, -76.65783449)"
1612 013 092118,1612,013,825 N KENWOOD AVE,09/21/2018,Madison-Eastend,Eastern,13,"(39.30064245, -76.57791749)"
1473 052 092118,1473,052,1615 N BRADFORD ST,09/21/2018,Broadway East,Eastern,13,"(39.30949388, -76.58489111)"
0293 019 092118,0293,019,1613 WESTWOOD AVE,09/21/2018,Sandtown-Winchester,Western,7,"(39.30912918, -76.64374138)"
8342 001 092318,8342,001,2918 N ROGERS AVE,09/23/2018,Howard Park,Northwestern,8,"(39.32706847, -76.70735509)"
6158A013 092318,6158A,013,525 N CLINTON ST,09/23/2018,Ellwood Park/Monument,Southeastern,13,"(39.29777202, -76.57045482)"
4616 028 092318,4616,028,3120 WOODLAND AVE,09/23/2018,Central Park Heights,Northwestern,6,"(39.3459648, -76.67064975)"
4544D021 092318,4544D,021,5241 SAINT CHARLES AVE,09/23/2018,Arlington,Northwestern,5,"(39.34513499, -76.68348072)"
3335 032 092318,3335,032,2605 SPRINGHILL AVE,09/23/2018,Park Circle,Northwestern,6,"(39.33233216, -76.65951671)"
3326 054 092318,3326,054,3405 REISTERSTOWN ROAD,09/23/2018,Park Circle,Northwestern,6,"(39.3268925, -76.65842112)"
2817 057 092318,2817,057,3802 CLIFTON AVE,09/23/2018,Mount Holly,Southwestern,7,"(39.31088097, -76.68125389)"
2409A047B 092318,2409A,047B,2917 BAKER ST,09/23/2018,Northwest Community Action,Southwestern,9,"(39.30571503, -76.66664119)"
1612 024 092318,1612,024,2812 E MADISON ST,09/23/2018,Madison-Eastend,Eastern,13,"(39.30027116, -76.57771019)"
1556 031 092318,1556,031,2521 E BIDDLE ST,09/23/2018,Biddle Street,Eastern,13,"(39.3045919, -76.58190131)"
0059 032 092318,0059,032,1827 RIGGS AVE,09/23/2018,Sandtown-Winchester,Western,9,"(39.30070927, -76.64732041)"
0020 031 092318,0020,031,1805 BAKER ST,09/23/2018,Sandtown-Winchester,Western,7,"(39.30644849, -76.64684483)"
0017 012 092318,0017,012,1622 N CALHOUN ST,09/23/2018,Sandtown-Winchester,Western,7,"(39.30735883, -76.64293395)"
0013A031 092318,0013A,031,1605 N MONROE ST,09/23/2018,Sandtown-Winchester,Western,7,"(39.30679953, -76.64772603)"
4010C008 092418,4010C,008,1228 BONAPARTE AVE,09/24/2018,East Baltimore Midway,Eastern,12,"(39.31505506, -76.59903274)"
3814 064 092418,3814,064,408 E 21ST ST,09/24/2018,Barclay,Eastern,12,"(39.31367076, -76.61060532)"
0070 018 092418,0070,018,2000 W LAFAYETTE AVE,09/24/2018,Bridgeview/Greenlawn,Western,9,"(39.29916259, -76.65020252)"
2533 023 092518,2533,023,4200 POTTER ST,09/25/2018,Irvington,Southwestern,8,"(39.27855628, -76.68502797)"
2251 024D 092518,2251,024D,55 N MONASTERY AVE,09/25/2018,Saint Josephs,Southwestern,8,"(39.28735432, -76.67687432)"
1540 059 092518,1540,059,2725 MURA ST,09/25/2018,Berea,Eastern,13,"(39.30528054, -76.57911016)"
0222 042 092518,0222,042,2140 BOYD ST,09/25/2018,Boyd-Booth,Southwestern,9,"(39.2865647, -76.65120327)"
0212 023 092518,0212,023,1623 FREDERICK AVE,09/25/2018,Union Square,Southern,9,"(39.28784298, -76.64319294)"
7473 024 092618,7473,024,2514 HURON ST,09/26/2018,Mount Winans,Southern,10,"(39.26208557, -76.64415765)"
1732 022 092618,1732,022,3107 E FAIRMOUNT AVE,09/26/2018,Patterson Park Neighborhood,Southeastern,1,"(39.29326698, -76.57284531)"
1690 111 092618,1690,111,203 N PORT ST,09/26/2018,Patterson Place,Southeastern,13,"(39.29475688, -76.58257646)"
3014 017 092718,3014,017,3017 CLIFTON AVE,09/27/2018,Walbrook,Southwestern,7,"(39.31089611, -76.66857332)"
3003 052 092718,3003,052,3009 WALBROOK AVE,09/27/2018,Walbrook,Southwestern,7,"(39.30993305, -76.66794326)"
1503 051 092718,1503,051,2324 E HOFFMAN ST,09/27/2018,Broadway East,Eastern,13,"(39.3070013, -76.58459211)"
0409 027 092718,0409,027,1729 SAINT PAUL ST,09/27/2018,Charles North,Central,12,"(39.30955336, -76.61450954)"
0313 009 092718,0313,009,2016 DIVISION ST,09/27/2018,Upton,Central,11,"(39.3069891, -76.6371869)"
7135 030 092818,7135,030,4146 DORIS AVE,09/28/2018,Brooklyn,Southern,10,"(39.22925084, -76.60432045)"
7090 029A 092818,7090,029A,208 WASHBURN AVE,09/28/2018,Brooklyn,Southern,10,"(39.23614962, -76.60883341)"
4893 030 092818,4893,030,220 LONGWOOD ROAD,09/28/2018,Roland Park,Northern,6,"(39.35715998, -76.64155639)"
2504 005 092818,2504,005,708 LINNARD ST,09/28/2018,Edgewood,Southwestern,8,"(39.29557015, -76.67654723)"
1534 012 092818,1534,012,2122 E BIDDLE ST,09/28/2018,Broadway East,Eastern,13,"(39.30475823, -76.58752966)"
1534 003 092818,1534,003,2104 E BIDDLE ST,09/28/2018,Broadway East,Eastern,13,"(39.30474242, -76.58797427)"
1485 010 092818,1485,010,2419 E FEDERAL ST,09/28/2018,Broadway East,Eastern,13,"(39.30869532, -76.58372831)"
0314 025 092818,0314,025,509 BLOOM ST,09/28/2018,Druid Heights,Central,11,"(39.30776991, -76.63661728)"
0244 070 092818,0244,070,1716 LEMMON ST,09/28/2018,Union Square,Southern,9,"(39.28583282, -76.64444501)"
5415 062 092918,5415,062,2919 WHITE AVE,09/29/2018,Hamilton Hills,Notheastern,3,"(39.35516942, -76.5600089)"
4114I099 092918,4114I,099,2545 CECIL AVE,09/29/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.31946835, -76.59919701)"
3630B008 092918,3630B,008,2614 HAMPDEN AVE,09/29/2018,Remington,Northern,12,"(39.31845515, -76.62289066)"
